FID,the_geom,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags
aws_1day.fid--7433afc2_184f1ef2752_7da,POINT (3.202 51.348),6418,2022-09-29T00:00:00,1002.11,12.96,15.46,10.86,75.82,7.36,2.97,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7db,POINT (3.202 51.348),6418,2022-09-28T00:00:00,997.08,12.09,14.62,9.23,74.45,4.57,4.39,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7dc,POINT (3.202 51.348),6418,2022-09-30T00:00:00,1005.93,13.6,16.82,10.16,75.51,0.27,7.27,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7dd,POINT (5.255 50.194),6472,2022-09-30T00:00:00,976.52,8.98,15.18,2.18,79.29,1.59,3.54,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7de,POINT (5.255 50.194),6472,2022-09-29T00:00:00,969.66,8.09,13.62,3.5,77.41,0,1.5,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7df,POINT (3.202 51.348),6418,2022-10-01T00:00:00,1005.95,16.01,17.97,11.91,79.19,0.16,6.6,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e0,POINT (5.255 50.194),6472,2022-10-01T00:00:00,976.34,12.81,16.66,9.4,83.89,14.19,5.99,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e1,POINT (5.255 50.194),6472,2022-10-02T00:00:00,986.85,11.6,13.09,7.88,96.53,14.77,2.62,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e2,POINT (5.255 50.194),6472,2022-10-11T00:00:00,991.27,8.5,13.87,3.29,81.92,0,2.34,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e3,POINT (3.202 51.348),6418,2022-10-02T00:00:00,1018.9,15.48,17.66,11.84,77.15,0.09,4.32,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e4,POINT (3.202 51.348),6418,2022-10-06T00:00:00,1026.88,14.55,17.22,10.91,66.52,0,5.66,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e5,POINT (5.255 50.194),6472,2022-10-06T00:00:00,995.45,11.46,16.08,6.55,75.32,0,2.79,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e6,POINT (5.255 50.194),6472,2022-10-07T00:00:00,989.16,10.35,16.61,5.47,74.31,0,2.59,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e7,POINT (3.202 51.348),6418,2022-10-07T00:00:00,1019.6,14.38,17.77,12.05,74.37,1.09,7.08,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e8,POINT (3.202 51.348),6418,2022-10-04T00:00:00,1017.88,14.77,18.24,11,80.2,0,6.45,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e9,POINT (5.255 50.194),6472,2022-10-04T00:00:00,987.33,11.45,17.2,5.74,81.33,0,2.66,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7ea,POINT (3.202 51.348),6418,2022-10-03T00:00:00,1024.92,14.04,17.46,10.81,76.12,0,3.28,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7eb,POINT (5.255 50.194),6472,2022-10-03T00:00:00,992.53,10.62,15.84,7.43,87.85,0,1.4,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7ec,POINT (3.202 51.348),6418,2022-10-05T00:00:00,1013.89,16.36,18.17,14.78,73.24,0.44,8.87,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7ed,POINT (5.255 50.194),6472,2022-10-05T00:00:00,985.1,14.62,19.26,9.57,79.6,0.18,6.64,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7ee,POINT (5.255 50.194),6472,2022-10-09T00:00:00,986.32,10.4,16.33,2.9,69.97,0,3.45,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7ef,POINT (3.202 51.348),6418,2022-10-09T00:00:00,1018.17,12.99,16.81,8.99,71.65,0,4.02,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f0,POINT (3.202 51.348),6418,2022-10-10T00:00:00,1016.34,13.37,15.29,11.14,75.96,0.46,5.77,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f1,POINT (5.255 50.194),6472,2022-10-10T00:00:00,984.03,11.84,17.41,7.81,83.01,3.42,2.57,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f2,POINT (3.202 51.348),6418,2022-10-08T00:00:00,1021.28,13.76,15.55,11.47,69.59,1.08,4.76,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f3,POINT (5.255 50.194),6472,2022-10-08T00:00:00,988.76,9.74,14.6,4.29,76.11,0.06,2.72,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f4,POINT (3.202 51.348),6418,2022-10-12T00:00:00,1020.7,12.59,15.19,8.96,75.28,0,3.59,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f5,POINT (3.202 51.348),6418,2022-10-11T00:00:00,1024.92,13.03,16.22,10.05,70.94,0,2.4,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f6,POINT (5.255 50.194),6472,2022-10-13T00:00:00,984.26,11.88,14.6,9.5,86.23,0.5,3.33,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f7,POINT (3.202 51.348),6418,2022-10-13T00:00:00,1014.89,13.61,14.41,13.09,90.74,1.12,3.97,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f8,POINT (5.255 50.194),6472,2022-10-12T00:00:00,988.8,9.71,16.48,3.74,79.96,0,1.93,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f9,POINT (3.202 51.348),6418,2022-10-14T00:00:00,1008.86,14.82,16.07,13.99,89.01,0.84,3.94,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7fa,POINT (5.255 50.194),6472,2022-10-14T00:00:00,977.91,13.27,15.9,11.74,90.35,0.65,2.89,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7fb,POINT (5.255 50.194),6472,2022-10-15T00:00:00,975.31,13.89,17.73,12.06,92.02,0.66,3.95,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7fc,POINT (3.202 51.348),6418,2022-10-24T00:00:00,1004.09,15.06,17.37,13.86,82.68,6.96,8.69,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7fd,POINT (3.202 51.348),6418,2022-10-15T00:00:00,1004.79,14.71,16.92,13.33,86.33,1.61,6.17,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7fe,POINT (5.255 50.194),6472,2022-10-19T00:00:00,988.06,12.92,16.96,8.74,89,0,4.67,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7ff,POINT (3.202 51.348),6418,2022-10-19T00:00:00,1020.61,13.13,15.43,10.99,80.16,0.04,7.82,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_800,POINT (3.202 51.348),6418,2022-10-20T00:00:00,1007.72,15.29,18.88,12.11,86.57,0.88,5.37,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_801,POINT (5.255 50.194),6472,2022-10-20T00:00:00,978.43,15.11,18.87,12.32,83.37,11.73,4.58,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_802,POINT (3.202 51.348),6418,2022-10-17T00:00:00,1018.13,16.63,18.09,14.76,86.79,1.93,5.05,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_803,POINT (5.255 50.194),6472,2022-10-17T00:00:00,988.03,16.5,18.64,14.51,83.57,5.97,3.69,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_804,POINT (5.255 50.194),6472,2022-10-16T00:00:00,981.61,15.03,17.68,12.14,83.47,0.03,3.47,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_805,POINT (3.202 51.348),6418,2022-10-16T00:00:00,1011.64,15.09,17.2,13,81.32,0.44,5.71,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_806,POINT (3.202 51.348),6418,2022-10-18T00:00:00,1026.53,14.92,17.39,12.83,85.87,0.03,3.71,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_807,POINT (5.255 50.194),6472,2022-10-18T00:00:00,993.05,14.61,17.44,10.97,93.12,3.72,1.95,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_808,POINT (3.202 51.348),6418,2022-10-22T00:00:00,1010.14,15.77,18.12,14.24,80.63,0,5.62,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_809,POINT (5.255 50.194),6472,2022-10-22T00:00:00,980.33,14.18,17.83,12.26,82.32,0,3.84,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_80a,POINT (3.202 51.348),6418,2022-10-23T00:00:00,1003.45,16.15,19.69,12.22,82.26,3.79,6.91,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_80b,POINT (5.255 50.194),6472,2022-10-23T00:00:00,975.45,15.91,18.96,12.98,75.56,0.66,4.86,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_80c,POINT (3.202 51.348),6418,2022-10-21T00:00:00,1004.25,16.89,20.13,14.44,78.32,0,6.95,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_80d,POINT (5.255 50.194),6472,2022-10-21T00:00:00,975.48,14.75,17.65,13.09,85.13,5,3.73,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_80e,POINT (3.202 51.348),6418,2022-10-25T00:00:00,1012.26,14.43,16.53,12.79,84.92,0,5.99,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_80f,POINT (5.255 50.194),6472,2022-10-24T00:00:00,976.44,14.8,16.95,13.16,73.17,2.73,7.74,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_810,POINT (3.202 51.348),6418,2022-10-26T00:00:00,1013.44,16.69,19.66,13.67,79.38,0,6.11,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_811,POINT (5.255 50.194),6472,2022-10-26T00:00:00,984.01,15.44,18.77,12.85,76.28,0.5,3.93,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_812,POINT (5.255 50.194),6472,2022-10-25T00:00:00,982.22,12.92,15.45,11.46,81.03,0.24,3.61,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_813,POINT (3.202 51.348),6418,2022-10-27T00:00:00,1016.02,17.53,19.74,15.23,76.16,0,6.82,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_814,POINT (5.255 50.194),6472,2022-10-27T00:00:00,987.11,17.48,20.76,12.5,67.39,0,3.54,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_815,POINT (5.255 50.194),6472,2022-10-28T00:00:00,986.42,17.93,21.77,14.62,66.93,0,3.52,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_816,POINT (3.202 51.348),6418,2022-11-01T00:00:00,1009.54,14.14,17.13,10.91,74.68,1.85,11.38,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_817,POINT (3.202 51.348),6418,2022-10-28T00:00:00,1016.04,17.04,20.39,14.48,79.46,0,5.5,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_818,POINT (3.202 51.348),6418,2022-11-02T00:00:00,1015.04,13.11,14.63,11.04,72.18,0.55,9.06,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_819,POINT (5.255 50.194),6472,2022-11-06T00:00:00,978.07,7.93,9.6,6.78,81.9,0.37,5.6,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_81a,POINT (5.255 50.194),6472,2022-10-30T00:00:00,984.95,14.88,19.94,10.84,69.54,0,2.56,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_81b,POINT (3.202 51.348),6418,2022-10-30T00:00:00,1016.07,15.28,17.44,13.27,81.49,0,3.98,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_81c,POINT (3.202 51.348),6418,2022-10-29T00:00:00,1015.04,17.33,21.48,13.63,78.3,0,4.93,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_81d,POINT (5.255 50.194),6472,2022-10-29T00:00:00,985.41,17.53,21.11,14,66.17,0,2.68,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_81e,POINT (5.255 50.194),6472,2022-10-31T00:00:00,982.43,14.56,18.43,10.74,75.79,0.1,3.86,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_81f,POINT (3.202 51.348),6418,2022-10-31T00:00:00,1012.58,14.29,17.04,11.27,86.74,0,5.22,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_820,POINT (5.255 50.194),6472,2022-11-04T00:00:00,974.52,8.01,10.2,4.23,90.51,2.5,2.55,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_821,POINT (3.202 51.348),6418,2022-11-04T00:00:00,1007.35,11.02,13.23,9.17,81.11,5.52,4.75,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_822,POINT (3.202 51.348),6418,2022-11-03T00:00:00,1001.71,13.12,15.01,9.94,79.79,1.63,7.89,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_823,POINT (5.255 50.194),6472,2022-11-03T00:00:00,973.61,10.58,12.92,7.68,80.83,2,5.35,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_824,POINT (3.202 51.348),6418,2022-11-05T00:00:00,1014.29,10.54,11.82,7.87,80.22,0,7.09,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_825,POINT (5.255 50.194),6472,2022-11-01T00:00:00,982.63,12.61,15.42,10.26,71.24,0,6.98,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_826,POINT (5.255 50.194),6472,2022-11-05T00:00:00,984.22,6.55,9.56,2.62,92.46,0.12,3.67,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_827,POINT (5.255 50.194),6472,2022-11-02T00:00:00,986.46,10.69,13.13,8.91,72.38,0,5.21,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_828,POINT (5.255 50.194),6472,2022-11-07T00:00:00,978.73,11.46,12.66,9.62,84.03,0,6.37,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_829,POINT (3.202 51.348),6418,2022-11-06T00:00:00,1005.5,11.16,11.87,10.19,89.92,1.38,9.95,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_82a,POINT (3.202 51.348),6418,2022-11-08T00:00:00,1001.47,14.02,15.38,12.73,75.94,0,9.41,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_82b,POINT (5.255 50.194),6472,2022-11-08T00:00:00,974.54,12.4,14.63,9.52,70.99,0,6.3,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
