FID,the_geom,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags
aws_1day.fid--7433afc2_184f1ef2752_-29e,POINT (5.255 50.194),6472,2021-05-09T00:00:00,970.13,18.75,24.08,11.36,53.62,0,5.65,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-29d,POINT (5.255 50.194),6472,2021-05-08T00:00:00,979.05,10.94,16.58,3.59,62.9,0,5.14,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-29c,POINT (3.202 51.348),6418,2021-05-05T00:00:00,1006.28,8.43,10.83,5.61,68.09,1.95,7.24,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-29b,POINT (5.255 50.194),6472,2021-05-10T00:00:00,972.7,14.71,19.62,11.01,66.62,1.44,5.88,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-29a,POINT (5.255 50.194),6472,2021-05-05T00:00:00,974.1,5.94,10.18,2.81,69.97,1.8,5.28,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-299,POINT (3.202 51.348),6418,2021-05-06T00:00:00,1005.67,7.57,10.69,4.53,73.95,0.53,4.04,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-298,POINT (5.255 50.194),6472,2021-05-06T00:00:00,973.25,5.14,8.79,1.88,81.08,3.6,3.04,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-297,POINT (3.202 51.348),6418,2021-05-07T00:00:00,1014.19,9,11.33,5.89,70.09,0.81,4.82,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-296,POINT (3.202 51.348),6418,2021-05-11T00:00:00,1007.75,12.73,15.51,10.33,79.89,0.08,3.04,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-295,POINT (5.255 50.194),6472,2021-05-07T00:00:00,981.29,6.51,11.89,2.13,67.5,0,3.25,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-294,POINT (3.202 51.348),6418,2021-05-08T00:00:00,1007.99,12.21,17.46,8,73.58,0.68,6.46,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-293,POINT (5.255 50.194),6472,2021-05-11T00:00:00,975.78,11.82,14.82,9.34,83.62,1.28,2.27,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-292,POINT (3.202 51.348),6418,2021-05-09T00:00:00,998.48,15.79,20.51,13.26,73.3,1.03,5.45,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-291,POINT (3.202 51.348),6418,2021-05-10T00:00:00,1002.17,14.25,17.56,11.72,75.93,6.51,5.86,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-290,POINT (5.255 50.194),6472,2020-12-30T00:00:00,968.21,1.9,2.96,0.85,96.13,0.66,3.31,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-28f,POINT (3.202 51.348),6418,2021-04-28T00:00:00,1003.08,9.35,10.1,7.94,72.43,5.71,6.59,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-28e,POINT (5.255 50.194),6472,2021-05-04T00:00:00,969.48,8.85,13.25,5.19,60.29,2.22,10.18,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-28d,POINT (5.255 50.194),6472,2021-04-29T00:00:00,973.78,6.57,8.81,2.02,77.36,0.29,3.8,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-28c,POINT (5.255 50.194),6472,2021-04-30T00:00:00,979.17,5.01,10.79,-1.52,70,0,1.92,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-28b,POINT (3.202 51.348),6418,2021-05-02T00:00:00,1019.04,8.86,10.58,7.13,66.87,0.03,4.61,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-28a,POINT (3.202 51.348),6418,2021-05-01T00:00:00,1014.2,8.4,10.68,5.39,74.73,0,4.24,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-289,POINT (5.255 50.194),6472,2021-05-01T00:00:00,979.8,6.21,11.12,-0.59,65.99,0,2.32,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-288,POINT (5.255 50.194),6472,2021-04-28T00:00:00,969.19,12.11,18.39,5.33,42.22,0,3.25,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-287,POINT (3.202 51.348),6418,2021-04-29T00:00:00,1007.54,7.97,9.55,6.65,78.77,6.56,7.54,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-286,POINT (3.202 51.348),6418,2021-04-30T00:00:00,1013.05,8.26,10.35,6.26,74.04,0,3.88,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-285,POINT (5.255 50.194),6472,2021-05-02T00:00:00,984.79,5.81,10.32,1.71,66.05,0.14,2.37,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-284,POINT (3.202 51.348),6418,2021-05-03T00:00:00,1013.4,9.8,13.19,5.76,70.93,0.34,6.14,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-283,POINT (5.255 50.194),6472,2021-05-03T00:00:00,983.34,7.43,12.03,-1.89,59.06,0,4.99,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-282,POINT (3.202 51.348),6418,2021-05-04T00:00:00,998.18,10,11.47,7.25,71.39,3.18,11.17,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-281,POINT (5.255 50.194),6472,2021-04-21T00:00:00,983.5,9.51,14.91,3.48,67.52,0,3.11,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-280,POINT (5.255 50.194),6472,2021-04-26T00:00:00,982.38,7.46,13.92,0.17,51.56,0,4.87,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-27f,POINT (5.255 50.194),6472,2021-04-22T00:00:00,989.99,6.37,11.69,0.55,59.53,0,4.07,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-27e,POINT (3.202 51.348),6418,2021-04-25T00:00:00,1025.98,7.56,8.5,6.82,69.33,0.29,8.91,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-27d,POINT (3.202 51.348),6418,2021-04-26T00:00:00,1018.47,7.58,8.58,6.07,72.02,0.12,8.4,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-27c,POINT (3.202 51.348),6418,2021-04-22T00:00:00,1025.94,7.35,8.21,6.24,67.97,0.12,7.37,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-27b,POINT (5.255 50.194),6472,2021-04-23T00:00:00,992.65,7.49,13.81,1.29,56.21,0,3.98,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-27a,POINT (5.255 50.194),6472,2021-04-24T00:00:00,990.31,8.03,13.4,2.41,58.28,0,4.78,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-279,POINT (3.202 51.348),6418,2021-04-21T00:00:00,1019.18,8.02,8.87,6.58,84.46,0.1,8.28,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-278,POINT (3.202 51.348),6418,2021-04-24T00:00:00,1026.26,8.64,10.54,6.49,74.99,0.09,7.51,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-277,POINT (3.202 51.348),6418,2021-04-27T00:00:00,1008.57,8.58,10.41,5.89,74.68,0.03,4.77,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-276,POINT (5.255 50.194),6472,2021-04-27T00:00:00,974.14,9.79,16.59,2.31,40.16,0,3.03,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-275,POINT (3.202 51.348),6418,2021-04-23T00:00:00,1028.03,8.05,9.37,5.8,75.06,0.03,5.68,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-274,POINT (5.255 50.194),6472,2021-04-25T00:00:00,989.48,6.04,11.18,0.75,61.42,0,4.99,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-273,POINT (5.255 50.194),6472,2021-04-17T00:00:00,989.36,5.82,10.49,-0.52,60.61,0,3.47,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-272,POINT (3.202 51.348),6418,2021-04-20T00:00:00,1016.79,8.05,10.12,4.02,91.36,0,2.73,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-271,POINT (5.255 50.194),6472,2021-04-20T00:00:00,982.84,9.78,15.49,2.96,66.08,0,1.62,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-270,POINT (5.255 50.194),6472,2021-04-19T00:00:00,985.2,8.14,13.35,2.52,72.01,0,2.23,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-26f,POINT (3.202 51.348),6418,2021-04-19T00:00:00,1019.55,8.37,10.67,6.33,86.7,0,3.4,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-26e,POINT (5.255 50.194),6472,2021-04-16T00:00:00,991.74,3.75,7.62,-1.85,62,0,2.94,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-26d,POINT (3.202 51.348),6418,2021-04-15T00:00:00,1029.86,6.44,7.42,4.3,74.77,0.28,6.4,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-26c,POINT (3.202 51.348),6418,2021-04-16T00:00:00,1028.13,7.11,7.78,5.69,73.72,0.03,7.15,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-26b,POINT (3.202 51.348),6418,2021-04-18T00:00:00,1022.84,7.6,9.9,6.34,80.51,0,3.88,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-26a,POINT (3.202 51.348),6418,2021-04-14T00:00:00,1030.38,6.24,7.03,3.76,66.17,0,6.36,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-269,POINT (5.255 50.194),6472,2021-04-14T00:00:00,994.9,2.97,8.14,-2.58,64.76,0,2.41,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-268,POINT (5.255 50.194),6472,2021-04-15T00:00:00,993.92,3.11,7.47,-1.61,68.08,0,3.16,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-267,POINT (3.202 51.348),6418,2021-04-17T00:00:00,1025.86,7.33,7.93,6.68,78.82,0,7.68,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-266,POINT (5.255 50.194),6472,2021-04-18T00:00:00,987.58,7.94,12.55,2.81,63.6,0,2.52,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-265,POINT (3.202 51.348),6418,2021-04-11T00:00:00,1015.51,5.58,7.47,4.01,74.43,0.41,8.57,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-264,POINT (5.255 50.194),6472,2021-04-11T00:00:00,979.45,3.2,8.32,-0.16,91.33,9.28,3.56,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-263,POINT (5.255 50.194),6472,2021-04-07T00:00:00,985.63,0.58,4.46,-2.03,75.66,0.19,4.76,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-262,POINT (3.202 51.348),6418,2021-04-08T00:00:00,1020.65,6.13,8.82,3.48,62.01,0.03,4.79,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-261,POINT (3.202 51.348),6418,2021-04-10T00:00:00,1010.33,5.99,7.25,4.65,87.29,8.31,8.5,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-260,POINT (3.202 51.348),6418,2021-04-12T00:00:00,1027.02,5.81,7.83,4.35,64.38,0.03,4.35,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-25f,POINT (5.255 50.194),6472,2021-04-13T00:00:00,996.87,1.71,7.47,-4.27,75.68,0.1,1.84,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-25e,POINT (3.202 51.348),6418,2021-04-07T00:00:00,1019.96,4.77,6.4,2.77,59.31,0.24,7.62,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-25d,POINT (3.202 51.348),6418,2021-04-13T00:00:00,1031.58,6.71,8.86,3.36,61.02,0,2.49,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-25c,POINT (5.255 50.194),6472,2021-04-08T00:00:00,988.31,2.57,7.91,-3.21,60.76,0,2.86,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-25b,POINT (3.202 51.348),6418,2021-04-09T00:00:00,1012.46,7.72,11.35,4,70.36,0,4.21,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-25a,POINT (5.255 50.194),6472,2021-04-09T00:00:00,980.1,7.95,13.65,1.7,55.77,9.11,3.12,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-259,POINT (5.255 50.194),6472,2021-04-10T00:00:00,976.16,7.78,9.63,5.35,94.37,7.39,2.95,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-258,POINT (5.255 50.194),6472,2021-04-12T00:00:00,992.65,1.43,6.27,-2.06,83.88,2.11,2.28,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-257,POINT (3.202 51.348),6418,2021-03-31T00:00:00,1019.99,13.23,19.25,9.23,63.44,0,2.18,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-256,POINT (3.202 51.348),6418,2021-04-01T00:00:00,1022.1,8.64,15.29,6.52,81.27,0.09,8.41,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-255,POINT (5.255 50.194),6472,2021-04-04T00:00:00,988.5,4,9.14,-0.17,74.45,0,2.05,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-254,POINT (5.255 50.194),6472,2021-04-03T00:00:00,991.61,5.25,9.6,2.27,67.05,0.19,4.23,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-253,POINT (3.202 51.348),6418,2021-04-06T00:00:00,1015.25,3.86,5.79,0.93,69.81,2.48,11.05,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-252,POINT (3.202 51.348),6418,2021-04-04T00:00:00,1022.83,6.32,7.75,4.47,74.43,0,4.64,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-251,POINT (5.255 50.194),6472,2021-03-31T00:00:00,988.15,16.57,23.27,8.66,37.32,0,2.24,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-250,POINT (3.202 51.348),6418,2021-04-02T00:00:00,1026.72,6.82,7.4,6.45,77.18,0.03,8.95,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-24f,POINT (5.255 50.194),6472,2021-04-01T00:00:00,986.93,12.99,20.32,6.15,59.07,0,2.93,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_-24e,POINT (5.255 50.194),6472,2021-04-02T00:00:00,989.73,5.45,8.67,2.92,70.12,0,5.15,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
